chromosome	start	end
5	71675827	71775827
5	173237003	173337003
5	43210102	43320102
5	95395704	95505704
5	31930106	32050106
5	142009565	142129565
5	17270109	17400109
5	141529565	141659565
5	142589565	142719565
5	10480112	10620112
5	36710102	36850102
5	55395827	55535827
5	94975704	95115704
5	148109563	148249563
5	169517004	169657004
5	14090109	14240109
5	31900106	32050106
5	118615695	118765695
5	138115689	138265689
5	146029563	146179563
5	171957004	172107003
5	118595695	118755695
5	138295689	138455689
5	158107008	158267008
5	10700112	10870112
5	34530105	34700105
5	55285828	55455827
5	55895827	56065827
5	90385817	90555817
5	96125703	96295704
5	149519563	149689563
5	158367008	158537008
5	14360109	14540109
5	168167005	168347005
5	53985828	54175828
5	55765827	55955827
5	138949585	139139585
5	153449560	153639560
5	173867003	174057003
5	17240109	17450109
5	173127003	173337003
5	177717001	177927001
5	67545828	67765827
5	140699567	140919567
5	142029565	142249565
5	153439560	153659560
5	79375823	79605819
5	118345695	118575695
5	131675693	131905692
5	139189585	139419585
5	14110109	14350109
5	53815830	54055828
5	55285828	55525827
5	14360109	14610109
5	58405827	58655826
5	133685691	133935690
5	168417005	168667004
5	139189585	139449585
5	156887008	157147008
5	54205828	54485828
5	77835823	78115823
5	78865823	79145823
5	150839561	151119561
5	178607001	178887001
5	75715825	76005825
5	139249585	139539585
5	135275689	135575688
5	153559560	153859560
5	33630105	33940105
5	150809561	151119561
5	14360109	14680109
5	75705825	76025825
5	149399563	149719563
5	135225689	135555688
5	148059563	148389563
5	177717001	178047001
5	142429565	142769565
5	158107008	158447008
5	131705692	132055692
5	177657001	178017001
5	10400112	10770112
5	149009563	149389563
5	156767008	157147008
5	55565827	55955827
5	53775830	54175828
5	145939563	146339563
5	156727008	157147008
5	131705692	132145692
5	141019567	141529565
5	157597008	158117008
5	55605827	56135827
5	142589565	143149565
5	141509565	142079565
5	55565827	56545827
23	118733963	118873963
23	19758118	19888118
23	2428041	2518041
23	9318040	9418040
23	71219850	71349850
23	109393228	109653228
23	39869253	39959253
23	20268118	20458118
23	39809254	39909253
23	118723963	118903963
23	64819880	64919862
23	149538268	149658266
23	13668119	13768119
23	19628118	19788118
23	135112159	135262159
23	106893230	107013230
23	1758893	2508041
23	39589254	39679254
23	128753977	128853977
23	68109843	68279843
23	39119253	39289254
23	73599835	73779835
23	64799880	64909861
23	20638118	20768118
23	117973963	118183963
23	39489254	39649254
23	68359843	68459843
23	39679254	39899253
23	9838040	9948040
23	9838040	9978040
23	19778118	19918118
23	109413228	109573228
23	9838040	10108040
12	92553776	92803776
12	92593776	92783776
12	92523776	92773776
12	92563776	92773776
12	92553776	92973776
12	92583776	92973776
12	4209166	4369166
12	4199166	4419166
12	68763780	69003780
12	68743780	69023780
12	68753780	69083780
12	11732934	12192934
12	11722934	11832934
12	110017805	110157805
12	48473783	48563783
12	94983776	95163776
12	94923776	95163776
12	109043776	109213776
12	96513778	96613778
12	107513778	108013777
12	107533778	107953777
12	111467804	111657804
12	108383777	108893777
12	108373777	108843777
12	108363777	108603777
12	100543778	100653778
12	34612935	34712935
12	1919166	2139166
12	1909166	2059166
12	54633784	54743784
12	119967805	120057805
12	1219166	1699166
12	47603783	47793783
12	31792934	32242934
12	31812934	32122934
12	117797805	118027805
12	11842934	12062934
12	11822934	11912934
12	11882934	11992934
12	11932934	12032934
12	11782934	12042934
12	11952934	12052934
12	11802934	12192934
12	11922934	12172934
12	123544547	123644547
12	123524547	123674547
12	56723784	56843784
12	89633777	89733777
12	89613777	89853777
12	1759166	1899166
12	1789166	2059166
12	6429166	6649166
12	6439166	6589166
12	104833778	105163778
12	104863778	105023778
12	13052934	13352934
12	96633778	96913778
12	96613778	96793778
12	104603778	104763778
12	116447805	117067805
12	116437805	116717805
12	52763784	53283784
12	12062934	12162934
12	24702934	24882934
12	3409166	3659166
12	3409166	3889166
12	58183783	58303783
12	64983780	65073780
12	54393784	54603784
12	130514545	130824545
12	49743783	49913783
12	66643780	66803780
12	96443778	96913778
12	96443778	96613778
12	96433778	96803778
12	109957805	110207805
12	95513776	95913776
12	69243780	69463780
12	68603780	68713780
12	89473777	89633777
12	89443777	89753777
12	89473777	89733777
12	89423777	89863777
12	93373776	93823776
12	47423783	47803783
12	4499166	4689166
12	4509166	4629166
12	67813780	68083780
12	67753780	68343780
12	4099166	4389166
12	4079166	4429166
12	4119166	4309166
12	57143784	57383784
12	94173776	94363776
12	50473783	50573783
12	93163776	93383776
12	55113784	55353784
12	108613777	108843777
12	16602934	16722934
12	13132934	13352934
12	26282933	26482933
12	679166	919166
12	709166	929166
12	709166	889166
12	62973780	63203780
12	53753784	53893784
12	93493776	93773776
12	94543776	94633776
12	93903776	94373776
12	93893776	94493776
12	121217803	121387803
12	7049163	7282596
12	64213780	64663780
12	56503784	56593784
12	89563777	89753777
12	133536586	133766586
12	133526586	133626586
12	7372596	7802596
12	123464547	123644547
12	123464547	123724547
12	48343783	48553783
12	51473783	51663784
12	51413783	51663784
12	51443783	51743784
12	12502934	12632934
12	12502934	12892934
12	65283780	65523780
12	26382933	26552933
12	26402933	26492933
12	26352933	26472933
12	70283780	70963780
12	6179166	6399166
12	108963776	109213776
12	123354547	123454547
12	14992934	15152934
12	50893783	51033783
12	46183783	46293783
12	125804546	125904546
12	133556586	133766586
12	56213784	56323784
12	64843780	65103780
12	98833778	98923778
12	25372934	25542934
12	549166	669166
12	2799166	2929166
12	76843780	76943780
12	31882934	32042934
12	104303778	104493778
12	32012934	32132934
12	8842596	9082596
12	46733783	47053783
12	50003783	50093783
12	111047805	111177805
12	51653784	51743784
12	110937805	111027805
12	12502934	12662934
12	105503778	105603778
12	25402934	25542934
12	26852933	27012933
12	949166	1039166
12	53273784	53383784
12	19332934	19422934
12	3989166	4149166
12	50353783	50443783
12	3999166	4099166
12	32232934	32432934
12	9782596	9902596
12	56893784	57023784
12	92363776	92503776
12	45553783	45763783
12	92563776	92863776
12	27392933	27482933
12	53953784	54083784
12	93533776	93663776
12	116447805	116867805
12	76343780	76433780
12	56583784	56693784
12	125004546	125184546
12	105043778	105153778
12	1259166	1359166
12	51443783	51693784
12	72383780	72473780
12	57953783	58073783
12	95513776	95613776
12	6079166	6349166
12	54803784	54893784
12	110887805	111017805
12	51143783	51753784
12	106203778	106293778
12	94083776	94183776
12	52883784	53023784
12	54063784	54153784
12	32632934	32732934
12	94253776	94513776
12	108173777	108273777
12	104833778	105113778
12	4619166	4719166
12	45573783	45673783
12	99933778	100043778
12	64933780	65023780
12	109917805	110017805
12	46003783	46103783
12	25762934	25852934
12	5309166	5469166
12	108663777	108773777
12	94523776	94933776
12	6559166	6649166
12	66713780	66813780
12	95143776	95253776
12	121017803	121147803
12	31642934	31802934
12	113467805	113607805
12	13132934	13322934
12	123254547	123344547
12	67803780	67893780
12	94953776	95043776
12	96793778	96883778
12	57433784	57523783
12	14422934	14572934
12	2789166	2889166
12	30862934	30952934
12	2539166	2649166
12	124554547	124694546
12	32632934	32772934
12	49753783	49883783
12	19642934	19742934
12	112957804	113097805
12	53123784	53213784
12	48253783	48353783
12	112597804	112717804
12	12232934	12332934
12	4299166	4389166
12	52843784	52933784
12	62873780	62993780
12	107093778	107253778
12	94563776	94703776
12	48583783	48763783
12	13102934	13292934
12	13062934	13152934
12	109023776	109123776
12	43273803	43483803
12	92263776	92353776
12	56493784	56663784
12	120407804	120507804
12	45023783	45113783
12	98303778	98393778
12	76173780	76293780
12	90313777	90403777
12	118567805	118817805
12	121287803	121407803
12	98923778	99023778
12	104753778	105453778
12	116557805	117047805
12	106963778	107063778
12	92853776	92963776
12	112107804	112257804
12	46733783	47083783
12	117457805	117617805
12	116637805	116737805
12	27652933	27742933
12	106333778	106443778
12	31032934	31132935
12	89733777	89863777
12	1349166	1649166
12	124544547	124764546
12	49733783	49953783
12	106743778	107333778
12	67753780	67843780
12	117447805	117587805
12	124534547	124814546
12	5639166	5769166
12	117457805	117547805
12	76073780	76233780
12	53033784	53123784
12	129264545	129414545
12	123784547	124114547
12	18422934	18512934
12	99073778	99213778
12	28132933	28222933
12	2679166	2839166
12	68853780	69003780
12	3479166	3739166
12	89063777	89153777
12	119547805	119707805
12	111047805	111137805
12	96343778	96443778
12	104993778	105083778
12	133236586	133336586
12	4139166	4289166
12	107843777	107993777
12	52813784	53213784
12	54673784	54833784
12	32122934	32212934
12	19702934	19792934
12	107513778	107813777
12	42883802	42973802
12	116487805	116667805
12	48163783	48273783
12	57443784	57573783
12	13262934	13372934
12	11392901	11652934
12	95063776	95153776
12	66523780	66643780
12	4949166	5119166
12	118957805	119097805
12	57963783	58103783
12	128664545	128754545
12	31612934	31792934
12	12512934	12692934
12	26352933	26592933
12	63013780	63113780
12	109857805	109957805
12	68423780	68633780
12	76843780	77003780
12	113307805	113467805
12	70813780	70923780
12	96463778	96563778
12	96613778	96853778
12	14102934	14242934
12	68423780	68603780
12	38163802	38263802
12	123644547	123794547
12	107533778	107623778
12	58153783	58253783
12	52803784	53003784
12	63003780	63183780
12	52753784	52943784
12	116877805	116967805
12	127754545	127844545
12	3769166	3859166
12	47493783	47803783
12	67823780	68053780
12	104013778	104103778
12	131384545	131634545
12	58833783	58923783
12	56493784	56723784
12	119937805	120027805
12	105683778	105783778
12	70893780	71133780
12	67793780	68013780
12	66373780	66483780
12	130184545	130274545
12	2399166	2699166
12	4939166	5049166
12	49603783	49713783
12	719166	959166
12	111417804	111517804
12	5279166	5559166
12	20112934	20322934
12	2349166	2489166
12	34672935	34762935
12	3259166	3349166
12	108983776	109213776
12	113957805	114047805
12	104213778	104313778
12	54763784	54853784
12	13622934	13712934
12	114517805	114607805
12	67893780	68103780
12	2349166	2619166
12	94983776	95073776
12	101673778	101763778
12	117367805	117477805
12	27572933	27852933
12	49413783	49603783
12	122187906	122487906
12	126444546	126564546
12	95953776	96213778
12	130524545	130644545
12	1969166	2139166
12	73113780	73203780
12	1229166	1359166
12	108543777	108863777
12	106113778	106263778
12	27662933	27792933
12	124264547	124464547
12	3229166	3319166
12	106873778	107283778
12	3659166	3779166
12	26242933	26572933
12	43233803	43333803
12	3329166	3419166
12	30272933	30362933
12	130024545	130194545
12	69253780	69513780
12	107603778	107713777
12	7157304	7302596
12	131144545	131234545
12	92493776	92973776
12	124524547	125064546
12	29682933	29902933
12	52773784	53313784
12	63383780	63473780
12	112977804	113147805
12	2049166	2139166
12	16612934	16702934
12	45563783	45653783
12	53193784	53283784
12	63083780	63173780
12	66553780	66643780
12	68013780	68103780
12	68993780	69083780
12	70283780	70373780
12	93493776	93583776
12	99073778	99163778
12	100563778	100653778
12	101983778	102073778
12	107913777	108003777
12	109053776	109143776
12	109133776	109223776
12	110887805	110977805
12	123464547	123554547
12	2349166	2449166
12	48363783	48463783
12	67963780	68063780
12	92703776	92803776
12	104603778	104703778
12	110077805	110177805
12	1579166	1699166
12	26262933	26382933
12	47683783	47803783
12	55243784	55363784
12	69243780	69363780
12	4199166	4329166
12	6509166	6649166
12	26332933	26472933
12	67963780	68103780
12	95023776	95163776
12	8842596	8992596
12	66553780	66703780
12	93373776	93523776
12	95103776	95253776
12	107163778	107313778
12	3579166	3739166
12	70803780	70963780
12	13202934	13372934
12	26262933	26432933
12	56683784	56853784
12	34532935	34712935
12	66553780	66733780
12	69273780	69453780
12	101983778	102163778
12	110017805	110197805
12	101983778	102193778
12	54603784	54823784
12	96573778	96793778
12	104313778	104533778
12	116487805	116707805
12	56093784	56323784
12	32192934	32432934
12	94533776	94783776
12	4129166	4389166
12	1219166	1489166
12	3659166	3929166
12	11792934	12062934
12	53013784	53283784
12	109957805	110227805
12	45563783	45843783
12	57143784	57433784
12	4129166	4429166
12	11722934	12032934
12	67963780	68273780
12	108533777	108843777
12	94533776	94853776
12	107683777	108003777
12	94163776	94493776
12	11812934	12162934
12	65273780	65643780
12	123264547	123634547
12	1749166	2149166
12	3989166	4389166
12	26262933	26672933
12	7352596	7792596
12	56583784	57023784
12	52753784	53213784
12	89403777	89863777
12	1219166	1719166
12	106773778	107313778
12	1029166	1699166
6	25310228	25520228
6	25260228	25610228
6	131201140	131451140
6	116601163	116861163
6	34127777	34567777
6	43727737	44057737
6	43787737	44027737
6	43647737	44047737
6	43657737	43747737
6	42037738	42187738
6	127591145	127751145
6	36847776	36997776
6	36847776	37177776
6	86079718	86219718
6	14280231	14710231
6	14270231	14740231
6	14370231	14540231
6	14300231	14590231
6	14330231	14610231
6	166693488	166823488
6	11180233	11500233
6	138021137	138271137
6	138021137	138181137
6	143021137	143351137
6	260000	380000
6	210000	380000
6	150731136	151151136
6	150731136	151081136
6	150731136	151011136
6	3540234	3690234
6	15520231	15620231
6	138731137	138911137
6	138751137	138841137
6	35587777	35687777
6	44107737	44307737
6	150901136	151091136
6	32797777	32917777
6	34947777	35217777
6	34977777	35197777
6	158171032	158301032
6	158171032	158481032
6	32377777	32747777
6	13910231	14040231
6	170180096	170849088
6	158071032	158321032
6	41557738	41747738
6	52144798	52534798
6	52144798	52234798
6	36577777	36667777
6	1590235	2430234
6	1600235	2110234
6	1600235	2640234
6	1600235	2210234
6	28117778	28207778
6	28057778	28217778
6	28097778	28307777
6	28067778	28307777
6	28097778	28367777
6	157101134	157351134
6	157121134	157291134
6	3720234	3980234
6	134841138	134941138
6	14180231	14390231
6	14190231	14800231
6	14230231	14670231
6	14200231	15500231
6	41457738	41587738
6	41437738	41537738
6	150421136	150591136
6	144591136	144781136
6	18310231	18490231
6	31097777	31317777
6	149341136	149751136
6	41877738	42017738
6	107781204	107981204
6	151211136	151661135
6	46187737	46377737
6	53354798	53594798
6	53354798	53524798
6	37447776	37647776
6	37437776	37527776
6	106547875	106677875
6	42697738	42847738
6	157191134	157351134
6	157171134	157261134
6	3120234	3250234
6	16590231	16730231
6	7280233	7390233
6	7270233	7620233
6	14730231	14880231
6	14720231	14910231
6	11690233	12040233
6	160341032	160461032
6	108861203	109161203
6	108881203	109111203
6	108871203	109411203
6	108841203	109391203
6	106187875	106587875
6	106197875	106687875
6	2090234	2180234
6	109211203	109401203
6	42607738	42867738
6	42587738	42807738
6	158631032	159021032
6	20280231	20530231
6	134491138	134751138
6	12290233	12610232
6	12290233	12410232
6	52274798	52474798
6	52274798	52534798
6	157801032	158011032
6	157781032	158071032
6	14480231	14710231
6	14450231	14550231
6	134291138	134381138
6	7130233	7230233
6	37287776	37647776
6	37307776	37527776
6	37297776	37437776
6	24840228	25080228
6	24850228	25000228
6	89679719	89779719
6	89689719	90049719
6	3380234	3710234
6	134751138	134881138
6	106427875	106587875
6	5130234	5400233
6	5160234	5280233
6	106877875	107017875
6	30167777	30287777
6	163601032	163711032
6	163601032	163851032
6	15880231	16060231
6	15880231	16120231
6	42217738	42417738
6	161341032	161801032
6	15250231	15480231
6	15230231	15420231
6	132981139	133091139
6	90669719	91199719
6	90669719	90899719
6	90669719	91119719
6	167193488	167553488
6	167183488	167413488
6	159111032	159401032
6	32967777	33057777
6	340000	480000
6	5460233	5760233
6	5520233	5770233
6	45387737	45597737
6	79809717	79899717
6	26290228	26530228
6	25400228	25490228
6	6780233	7240233
6	6820233	7250233
6	6700233	7250233
6	6790233	7080233
6	6730233	7120233
6	6780233	7610233
6	29827777	29957777
6	130401145	130631145
6	15690231	16220231
6	90979719	91189719
6	90989719	91109719
6	138911137	139101137
6	90069719	90339719
6	132621139	132811139
6	167433488	167543488
6	90119719	90349719
6	112041203	112291203
6	112021203	112361203
6	112041203	112131203
6	112081203	112171203
6	108041204	108151204
6	6330233	6550233
6	6340233	6470233
6	7400233	7620233
6	13340232	13540232
6	13340232	13480232
6	3270234	3740234
6	3270234	3420234
6	3260234	3990234
6	149491136	149621136
6	149511136	149601136
6	149501136	149771136
6	36997776	37177776
6	35977777	36347777
6	36057777	36327777
6	36007777	36157777
6	36047777	36167777
6	151331136	151661135
6	160131032	160221032
6	160131032	160501032
6	160201032	160391032
6	160141032	160401032
6	160191032	160511032
6	16510231	16770231
6	160491032	160881032
6	166873488	167043488
6	157731032	158031032
6	157731032	158091032
6	42297738	42447738
6	46037737	46407737
6	13410232	13570232
6	27107779	27807778
6	27107779	27867778
6	137421137	137601137
6	20380231	20510231
6	71279703	71389703
6	41747738	42017738
6	41767738	42067738
6	41767738	41977738
6	41747738	41887738
6	148881136	149261136
6	148891136	149331136
6	6560233	6660233
6	56224798	56454798
6	117801163	117891163
6	28817777	28907777
6	2840234	2940234
6	111821203	111991203
6	34137777	34397777
6	34237777	34357777
6	26470228	26580228
6	144631136	144721136
6	108871203	109331203
6	31617777	31807777
6	4030234	4130234
6	46067737	46197737
6	24570228	24710228
6	32377777	32667777
6	35567777	35657777
6	33277777	33367777
6	35987777	36077777
6	23150228	23240228
6	159131032	159231032
6	31517777	31617777
6	33367777	33547777
6	2440234	2630234
6	35487777	35707777
6	127651145	127751145
6	159431032	159531032
6	106797875	106887875
6	85519718	85609718
6	119131163	119221165
6	166293488	166523488
6	34427777	34577777
6	53004798	53364798
6	109031203	109401203
6	110011203	110361203
6	137811137	137931137
6	52834798	52934798
6	152531135	152631135
6	53674798	53774798
6	154981134	155141134
6	15980231	16180231
6	15250231	15340231
6	37017776	37187776
6	110111203	110241203
6	24850228	24950228
6	200000	350000
6	31797777	31907777
6	84709719	84799719
6	31607777	31727777
6	108891203	108981203
6	138021137	138141137
6	143181137	143271137
6	144451137	144641136
6	129921145	130081145
6	33227777	33367777
6	137411137	137501137
6	3320234	3410234
6	32207777	32377777
6	9220233	9320233
6	6050233	6550233
6	159141032	159281032
6	143121137	143211137
6	126101146	126271146
6	136051138	136151138
6	28097778	28247777
6	91089719	91189719
6	106917875	107017875
6	132981139	133121139
6	2780234	2940234
6	37057776	37167776
6	13570232	13710232
6	42757738	42847738
6	36727777	36827776
6	118901163	119101163
6	136891138	137131138
6	122701145	122851145
6	157111134	157221134
6	13490232	13580232
6	17610231	17710231
6	167203488	167293488
6	139441137	139691137
6	71419703	71599703
6	27407779	27497779
6	157001134	157141134
6	52024798	52114798
6	42597738	42767738
6	161521032	161801032
6	129931145	130051145
6	12000233	12100233
6	25270228	25580228
6	42217738	42507738
6	40117739	40217739
6	46187737	46277737
6	67599893	67699893
6	13240232	13330232
6	4750234	4930234
6	123041145	123161145
6	98677876	98777876
