chromosome	start	end
1	18890000	19190000
1	36950000	37900000
1	27720000	27990000
1	165340000	165560000
1	112920000	113250000
1	203460000	203680000
1	7720000	8020000
1	63300000	63770000
1	179640000	179810000
1	43380000	43550000
1	9950000	10430000
1	40260000	40510000
1	15860000	16090000
1	15630000	15850000
1	163040000	163290000
1	204520000	204920000
1	86170000	86830000
1	43230000	43600000
1	46850000	47040000
1	227940000	228160000
1	211690000	211850000
1	15220000	15400000
1	41980000	42520000
1	159200000	159730000
1	43680000	43890000
1	62610000	62890000
1	110730000	110870000
1	178270000	178500000
1	21540000	21990000
1	101370000	101760000
1	185680000	186230000
1	41020000	41450000
1	211450000	211840000
1	115330000	115660000
1	17740000	17970000
1	78600000	79080000
1	13980000	14160000
1	33340000	33560000
1	196100000	196290000
1	156910000	157130000
1	45290000	45480000
1	182920000	183110000
1	205300000	205490000
1	84360000	84600000
1	118300000	118450000
1	179020000	179350000
1	90080000	90250000
1	52300000	52520000
1	117220000	117600000
1	31630000	32030000
1	164520000	164770000
1	171970000	172400000
1	2960000	3330000
1	203000000	203220000
1	202310000	202690000
1	36550000	36920000
1	78180000	78590000
1	181160000	181430000
1	178500000	179000000
1	179830000	180160000
1	3360000	3570000
1	167190000	167510000
1	210300000	210510000
1	67220000	67390000
1	156310000	156590000
1	155300000	155580000
1	203830000	204100000
1	68310000	68570000
1	21010000	21530000
1	156640000	156910000
1	65690000	66160000
1	19790000	19980000
1	40540000	40910000
1	196710000	197070000
1	111070000	111350000
1	245000000	245230000
1	224680000	225120000
1	41720000	41950000
1	184710000	185150000
1	244440000	244620000
1	23850000	24020000
1	52540000	52830000
1	47040000	47190000
1	32660000	32860000
1	25900000	26140000
1	55550000	55750000
1	201200000	201400000
1	174220000	174710000
1	153280000	153470000
1	197490000	197890000
1	186350000	186980000
1	65300000	65490000
1	64730000	65300000
1	170000000	170490000
1	87580000	87790000
1	26360000	26770000
1	222910000	223270000
1	33570000	33950000
1	74570000	74950000
1	75230000	75690000
1	8030000	8400000
1	95540000	95730000
1	109240000	109490000
1	167680000	168050000
1	162810000	163310000
1	196320000	196650000
1	156420000	156580000
1	32860000	33320000
1	38270000	38490000
1	198700000	199530000
1	160040000	160330000
1	146950000	147150000
1	96690000	97220000
1	67430000	67630000
1	11340000	11710000
1	172410000	172710000
1	226810000	227040000
1	209730000	209940000
1	174720000	174970000
1	228780000	229370000
1	159740000	159890000
1	89110000	89360000
1	236270000	236460000
1	200260000	200490000
1	151400000	151730000
1	26150000	26350000
1	54530000	54970000
1	114270000	114520000
1	61500000	61920000
1	118060000	118320000
1	224300000	224530000
1	191950000	192420000
1	154530000	154900000
1	36030000	36250000
1	162820000	163040000
1	113260000	113630000
1	53470000	53680000
1	77610000	78160000
1	220980000	221610000
1	33950000	34110000
1	111740000	111970000
1	87230000	87560000
1	210020000	210190000
1	150530000	150970000
1	212970000	213190000
1	33120000	33290000
1	10560000	11060000
1	94980000	95270000
1	227700000	227910000
1	11090000	11320000
1	6290000	6520000
1	19420000	19580000
1	24520000	24720000
1	182050000	182380000
1	200100000	200490000
1	88590000	89060000
1	91980000	92180000
1	8430000	8920000
1	24730000	24970000
1	160640000	160960000
1	192780000	193000000
1	159740000	160010000
1	20680000	20830000
1	119520000	119930000
1	205070000	205230000
1	169530000	169780000
1	99950000	100200000
1	70670000	70990000
1	236260000	236680000
1	150040000	150200000
1	178510000	178730000
1	182850000	183250000
1	209370000	209690000
1	213660000	214110000
1	51220000	51670000
1	184030000	184670000
1	160960000	161130000
1	22740000	22980000
1	42610000	43130000
1	15060000	15420000
1	53940000	54250000
1	198040000	198440000
1	232770000	233420000
1	71560000	72000000
1	46060000	46360000
1	66980000	67170000
1	120110000	120260000
1	59240000	59620000
1	9650000	9940000
1	162020000	162450000
1	5520000	5910000
1	172780000	173170000
1	67800000	67980000
1	79310000	79690000
1	168350000	168560000
1	160380000	160600000
1	244770000	244980000
1	25180000	25540000
1	220130000	220370000
1	50820000	51200000
1	174990000	175120000
1	202700000	202970000
1	156050000	156300000
1	179030000	179200000
1	75730000	76080000
1	118050000	118470000
1	62120000	62330000
1	157310000	157510000
1	40040000	40220000
1	17980000	18440000
1	64060000	64710000
1	183610000	183890000
1	177920000	178260000
1	52030000	52260000
1	198450000	198680000
1	230460000	230750000
1	218490000	219260000
1	86840000	87170000
1	32530000	32660000
1	180480000	180840000
1	154910000	155040000
1	85240000	85400000
1	167520000	167680000
1	42030000	42270000
1	6760000	6980000
1	91720000	91960000
1	181550000	182020000
1	173400000	173750000
1	91970000	92400000
1	177410000	177910000
1	244010000	244450000
1	176490000	176830000
1	100930000	101350000
1	183890000	184030000
1	208000000	208180000
1	64390000	64620000
1	227200000	227640000
1	28570000	28960000
1	21700000	21830000
1	59760000	60230000
1	238540000	238950000
1	203240000	203460000
1	233090000	233380000
1	66430000	66700000
1	63770000	64020000
1	28160000	28350000
1	92430000	92760000
1	185270000	185650000
1	41490000	41710000
1	206900000	207110000
1	1250000	1460000
1	238020000	238390000
1	32270000	32490000
1	100280000	100500000
1	224690000	224840000
1	66170000	66420000
1	27430000	27620000
1	92190000	92360000
1	54300000	54520000
1	65140000	65300000
1	72040000	72510000
1	210580000	210770000
1	22000000	22370000
1	115680000	115870000
1	216930000	217560000
1	6060000	6270000
1	89930000	90080000
1	84910000	85240000
1	42630000	42810000
1	60250000	60430000
1	23300000	23610000
1	175370000	175820000
1	246470000	246630000
1	187440000	187840000
1	25560000	25860000
1	183250000	183600000
1	193140000	193320000
1	171770000	171960000
1	169050000	169330000
1	7270000	7710000
1	215330000	215700000
1	36310000	36550000
1	246170000	246650000
1	117600000	117850000
1	235670000	235950000
1	94810000	94950000
1	116140000	116330000
1	155700000	156040000
1	211850000	212200000
1	20250000	20520000
1	52870000	53160000
1	240880000	241130000
1	47640000	47900000
1	49030000	49300000
1	214820000	215320000
1	113690000	113920000
1	99250000	99590000
1	98520000	98940000
1	178740000	178990000
1	232550000	232770000
1	221400000	221610000
1	43240000	43370000
1	92770000	93090000
1	176860000	177350000
1	20530000	20830000
1	47910000	48190000
1	22140000	22340000
1	173830000	174190000
1	243510000	243920000
1	8940000	9170000
1	169350000	169530000
1	114520000	114850000
1	184340000	184660000
1	9170000	9320000
1	115500000	115670000
1	216440000	216770000
1	150280000	150530000
1	236770000	237070000
1	45490000	45770000
1	11710000	11860000
1	28700000	28850000
1	186660000	186970000
1	197150000	197360000
1	183430000	183600000
1	244210000	244440000
1	54710000	54970000
1	93740000	94040000
1	114880000	115260000
1	77320000	77590000
1	22430000	22730000
1	64160000	64390000
1	43940000	44170000
1	39760000	39940000
1	31860000	32030000
1	230930000	231080000
1	32870000	33120000
1	78180000	78410000
1	226300000	226590000
1	199660000	199990000
1	221650000	221890000
1	23620000	23810000
1	113030000	113160000
1	245320000	245660000
1	175850000	176190000
1	39070000	39280000
1	166850000	167030000
1	20010000	20220000
1	82010000	82250000
1	224840000	225070000
1	170500000	170700000
1	48710000	48990000
1	65890000	66150000
1	86170000	86350000
1	120280000	120480000
1	55360000	55530000
1	18550000	18840000
1	54980000	55310000
1	226600000	226790000
1	117860000	118050000
1	225970000	226170000
1	58690000	58950000
1	150600000	150790000
1	113930000	114220000
1	65520000	65690000
1	6540000	6730000
1	240360000	240570000
1	173180000	173390000
1	76360000	76630000
1	150980000	151160000
1	99640000	99920000
1	184040000	184200000
1	200850000	201090000
1	51230000	51400000
1	222350000	222630000
1	217580000	217850000
1	231140000	231350000
1	84610000	84900000
1	57050000	57290000
1	162030000	162260000
1	82270000	82460000
1	16560000	16700000
1	35650000	35880000
1	44520000	44680000
1	116340000	116580000
1	94510000	94680000
1	98290000	98520000
1	212820000	212970000
1	111370000	111610000
1	26360000	26490000
1	32980000	33110000
1	10000000	10220000
1	84910000	85100000
1	230770000	230930000
1	246210000	246440000
1	35440000	35640000
1	9790000	9940000
1	242040000	242190000
1	93110000	93300000
1	229650000	229790000
1	205520000	205700000
1	91350000	91490000
1	85410000	85560000
1	89630000	89820000
1	81490000	81720000
1	42270000	42510000
1	10220000	10410000
1	151250000	151400000
1	219380000	219570000
1	30350000	30580000
1	151510000	151710000
1	192600000	192780000
1	27280000	27430000
1	150800000	150930000
1	198050000	198280000
1	245830000	246170000
1	221910000	222260000
1	184970000	185150000
1	8610000	8780000
1	171570000	171760000
1	48550000	48700000
1	97710000	97990000
1	215840000	216000000
1	88140000	88430000
1	154290000	154460000
1	64930000	65130000
1	70690000	70840000
1	51820000	52010000
1	54540000	54690000
1	167040000	167190000
1	119520000	119790000
1	216170000	216400000
1	109620000	109780000
1	198280000	198440000
1	31640000	31840000
1	160750000	160950000
1	78010000	78170000
1	155700000	155890000
1	100720000	100920000
1	76800000	77010000
1	183270000	183430000
1	170740000	170900000
1	200100000	200250000
1	65750000	65880000
1	198900000	199090000
1	244020000	244210000
10	46900000	47760000
10	82420000	85780000
10	57280000	59250000
10	66210000	67940000
10	57370000	59030000
10	132020000	133680000
10	25550000	26860000
10	42600000	43270000
10	106450000	107690000
10	68770000	69570000
10	116220000	116910000
10	113060000	113820000
10	116030000	116910000
10	114200000	115330000
10	62540000	63670000
10	130810000	131780000
10	6660000	7500000
10	94660000	95110000
10	22280000	23380000
10	52030000	52420000
10	102050000	102700000
10	50770000	51010000
10	69770000	70110000
10	72650000	73590000
10	130800000	131940000
10	120830000	121310000
10	126680000	127420000
10	100500000	101040000
10	91030000	91180000
10	116030000	116640000
10	127550000	128210000
10	121710000	122550000
10	111890000	112060000
10	52720000	53990000
10	23430000	23840000
10	27660000	28710000
10	79580000	79790000
10	96940000	97140000
10	91540000	92620000
10	75580000	75960000
10	30990000	32120000
10	8110000	9340000
10	118410000	118560000
10	61840000	62450000
10	118380000	118950000
10	64190000	64890000
10	123730000	124340000
10	54020000	54550000
10	102800000	103550000
10	54570000	55340000
10	50760000	51140000
10	95650000	96260000
10	5460000	5940000
10	105460000	105640000
10	74950000	75500000
10	77150000	78880000
10	112070000	112330000
10	11820000	12170000
10	80830000	80980000
10	17640000	17780000
10	14990000	15440000
10	96400000	96840000
10	5470000	5680000
10	33600000	34940000
10	49740000	49870000
10	130030000	130770000
10	49520000	49870000
10	134000000	134460000
10	70980000	71170000
10	133720000	133970000
10	122680000	123480000
10	103890000	104400000
10	71190000	71880000
10	26970000	27180000
10	91010000	91510000
10	90780000	90980000
10	28530000	28690000
10	68050000	68700000
10	76860000	77010000
10	102920000	103330000
10	111620000	112050000
10	104470000	105120000
10	6130000	6460000
10	54050000	54350000
10	77010000	77160000
10	86010000	86310000
10	111230000	111570000
10	111630000	111880000
10	76000000	76870000
10	30650000	30920000
10	114230000	114930000
10	81820000	82030000
10	45950000	46170000
10	35910000	37110000
10	71910000	72180000
10	103910000	104150000
10	31000000	31780000
10	95300000	95630000
10	70140000	70720000
10	79800000	79970000
10	5970000	6460000
10	93040000	93690000
10	91160000	91510000
10	81100000	81270000
10	97440000	97650000
10	24880000	25370000
10	95660000	96110000
10	22840000	23290000
10	36360000	37100000
10	70740000	70940000
10	115430000	115900000
10	4390000	4760000
10	103580000	103870000
10	104670000	104840000
10	93790000	94220000
10	3820000	4830000
10	63840000	64010000
10	112360000	112800000
10	78920000	79430000
10	3820000	3950000
10	120300000	120780000
10	129670000	129940000
10	126190000	126440000
10	91180000	91340000
10	98800000	99000000
10	95280000	95450000
10	117520000	118070000
10	101130000	101380000
10	28920000	29640000
10	13190000	13630000
10	70510000	70710000
10	82100000	82390000
10	78910000	79530000
10	13650000	14200000
10	89270000	89540000
10	6280000	6450000
10	88690000	88920000
10	92480000	92630000
10	97160000	97370000
10	101490000	101970000
10	13640000	13830000
10	88450000	88680000
10	15460000	15890000
10	125370000	125700000
10	11520000	11810000
10	78360000	78750000
10	134710000	135070000
10	121360000	121690000
10	59920000	60050000
10	94840000	95060000
10	64960000	65290000
10	99160000	99500000
10	134010000	134260000
10	73060000	73580000
10	113890000	114200000
10	62560000	62740000
10	75250000	75490000
10	120960000	121210000
10	76000000	76580000
10	17090000	17290000
10	16630000	16820000
10	32120000	32330000
10	62210000	62520000
10	860000	1100000
10	3280000	3480000
10	18990000	19680000
10	74120000	74640000
10	69610000	70110000
10	61850000	62200000
10	94270000	94640000
10	97750000	98100000
10	102040000	102290000
10	17310000	17470000
10	73620000	74110000
10	32670000	33180000
10	14940000	15170000
10	134270000	134460000
10	2930000	3090000
10	114710000	114900000
10	35520000	35870000
10	12250000	13150000
10	28060000	28530000
10	71400000	71890000
10	44150000	44880000
10	103340000	103550000
10	118570000	118930000
10	74140000	74370000
10	4870000	5140000
10	126850000	127400000
10	88150000	88410000
10	13170000	13370000
10	35370000	35520000
10	50170000	50600000
10	3200000	4850000
10	64930000	65530000
10	61380000	61830000
10	52810000	53190000
10	520000	860000
10	105650000	106020000
10	92640000	93030000
10	50600000	50750000
10	72310000	72540000
10	78980000	79170000
10	7530000	7780000
10	36460000	37090000
10	105790000	106000000
10	120300000	120500000
10	60160000	60550000
10	77170000	77760000
10	20600000	21030000
10	24630000	24840000
10	99520000	99880000
10	43340000	43600000
10	15960000	16440000
10	21820000	22030000
10	4860000	5450000
10	99900000	100220000
10	14540000	14880000
10	74440000	74600000
10	21560000	21790000
10	34940000	35330000
10	124040000	124330000
10	104850000	105060000
10	120790000	120940000
10	23590000	23820000
10	79790000	81000000
10	34950000	35110000
10	6470000	6700000
10	53770000	53980000
10	89610000	90160000
10	29800000	30250000
10	71190000	71400000
10	87860000	88120000
10	73670000	73830000
10	15190000	15440000
10	102310000	102640000
10	6130000	6280000
10	100230000	100480000
10	22040000	22270000
10	59910000	60150000
10	11110000	11450000
10	44900000	45370000
10	45510000	45730000
10	16860000	17300000
10	127410000	127550000
10	104470000	104670000
10	33710000	34370000
10	116620000	116890000
10	31040000	31320000
10	124470000	124750000
10	62000000	62200000
10	53290000	53740000
10	12280000	12740000
10	9420000	9600000
10	13830000	14160000
10	3880000	4280000
10	120570000	120770000
10	60710000	60980000
10	32680000	33070000
10	27720000	28040000
10	93510000	93690000
10	68320000	68690000
10	90590000	90760000
10	32330000	32660000
10	124960000	125330000
10	116300000	116580000
10	13390000	13630000
10	60990000	61360000
10	63500000	63840000
10	70270000	70490000
10	98590000	98790000
10	123730000	124030000
10	19890000	20090000
10	21340000	21550000
10	134460000	134620000
10	49890000	50160000
10	5980000	6130000
10	108140000	108380000
10	14210000	14530000
10	72680000	72960000
10	118960000	119180000
10	30310000	30600000
10	7900000	8110000
10	110890000	111200000
10	80420000	80830000
10	129310000	129630000
10	54380000	54560000
10	92030000	92350000
10	64030000	64190000
10	5150000	5440000
10	20110000	20520000
10	94640000	94830000
10	76010000	76360000
10	60280000	60540000
10	31810000	32100000
10	54670000	54940000
10	35930000	36260000
10	44170000	44550000
10	98120000	98280000
10	106140000	106380000
10	33470000	33620000
10	3220000	3820000
10	123490000	123680000
10	126680000	126850000
10	129670000	129830000
10	71690000	71870000
10	12760000	13130000
10	90320000	90580000
10	105640000	105790000
10	104220000	104420000
10	74960000	75210000
10	45370000	45500000
10	11820000	12040000
10	77820000	78320000
10	22850000	23010000
10	105150000	105350000
10	5710000	5940000
10	131230000	131570000
10	52830000	53000000
10	96090000	96260000
10	10720000	11080000
10	63060000	63500000
10	71440000	71690000
10	99670000	99860000
10	76580000	76790000
10	7290000	7450000
10	34390000	34930000
10	79200000	79400000
10	112360000	112500000
10	64370000	64570000
10	116030000	116220000
10	97770000	97960000
10	114930000	115180000
10	120010000	120220000
10	123880000	124040000
10	33300000	33470000
10	32340000	32500000
10	63660000	63830000
10	98350000	98570000
10	17480000	17640000
10	27360000	27530000
10	44550000	44880000
10	126470000	126680000
10	53450000	53730000
10	31320000	31610000
10	50200000	50410000
10	27840000	28030000
10	28280000	28480000
10	73840000	73970000
10	63500000	63660000
10	11110000	11320000
10	90160000	90320000
10	77840000	78070000
10	64190000	64360000
10	117560000	117770000
10	95460000	95620000
10	112510000	112660000
10	80060000	80420000
10	31450000	31610000
10	12760000	12950000
10	31610000	31780000
10	29430000	29600000
10	103060000	103210000
10	4550000	4700000
10	38100000	38250000
10	114550000	114700000
11	48180000	50760000
11	37070000	38890000
11	54810000	56570000
11	20700000	22230000
11	59600000	60470000
11	24730000	25980000
11	1300000	1500000
11	115030000	116000000
11	122490000	122700000
11	60530000	60970000
11	28110000	29380000
11	117280000	117980000
11	84470000	85040000
11	88810000	89370000
11	111320000	111730000
11	133020000	133650000
11	1650000	2190000
11	123880000	124490000
11	63530000	63960000
11	87050000	87580000
11	14290000	14530000
11	29450000	30220000
11	112150000	113160000
11	110310000	111320000
11	20160000	20670000
11	116640000	117100000
11	122930000	123140000
11	131560000	132030000
11	850000	1060000
11	1640000	2050000
11	133030000	133750000
11	126160000	126900000
11	2030000	2190000
11	99720000	100430000
11	10800000	11810000
11	3910000	4120000
11	200000	390000
11	119210000	119350000
11	121480000	122410000
11	61060000	61200000
11	101280000	101880000
11	108540000	109710000
11	3450000	3670000
11	73650000	74600000
11	120020000	120190000
11	119350000	120030000
11	4230000	4390000
11	63750000	63940000
11	62150000	62330000
11	85340000	86020000
11	131560000	132190000
11	35480000	36310000
11	65130000	65300000
11	10950000	11810000
11	29180000	29360000
11	108540000	109810000
11	69780000	70040000
11	61560000	62140000
11	122730000	122920000
11	35480000	36530000
11	12960000	13480000
11	104810000	105660000
11	68330000	68860000
11	62660000	63200000
11	59300000	59450000
11	22880000	24440000
11	19950000	20160000
11	60690000	60970000
11	70290000	71170000
11	28760000	29200000
11	104420000	105780000
11	112450000	113160000
11	111430000	111720000
11	65390000	65820000
11	65630000	65780000
11	27670000	29380000
11	120370000	121080000
11	59290000	59590000
11	130880000	131540000
11	17580000	18030000
11	43330000	43490000
11	36300000	36530000
11	118930000	119350000
11	71670000	72160000
11	123150000	123450000
11	10790000	10960000
11	15100000	15260000
11	32330000	32830000
11	99010000	99630000
11	91840000	92620000
11	72540000	73010000
11	44940000	45130000
11	108090000	108540000
11	2200000	2470000
11	74980000	75110000
11	114150000	114630000
11	128030000	128730000
11	118230000	118440000
11	128030000	128510000
11	86150000	86540000
11	125340000	125760000
11	127300000	127890000
11	84440000	85290000
11	124820000	125320000
11	36540000	36780000
11	85350000	85560000
11	61560000	61890000
11	129760000	130030000
11	4180000	4590000
11	30360000	30960000
11	58920000	59230000
11	78120000	78290000
11	5130000	5420000
11	13210000	13420000
11	109810000	110310000
11	85720000	85970000
11	73090000	73650000
11	12070000	12300000
11	32050000	32210000
11	124500000	124740000
11	132300000	132900000
11	88320000	88780000
11	47880000	48160000
11	12970000	13200000
11	75120000	75270000
11	107400000	107840000
11	107980000	108530000
11	33170000	33380000
11	83550000	84250000
11	43890000	44100000
11	82610000	82930000
11	65430000	65620000
11	106010000	106610000
11	22320000	22850000
11	93590000	94240000
11	62490000	62650000
11	111120000	111320000
11	94880000	95500000
11	89050000	89360000
11	27530000	27700000
11	66450000	66610000
11	6390000	6740000
11	2550000	2920000
11	118510000	118890000
11	69300000	69450000
11	109010000	109660000
11	5990000	6390000
11	45860000	46370000
11	19580000	19770000
11	18250000	18820000
11	110320000	111130000
11	78310000	79220000
11	11810000	12310000
11	100880000	101250000
11	1670000	1860000
11	129250000	129620000
11	15650000	16650000
11	92670000	92940000
11	61200000	61520000
11	34170000	34380000
11	95530000	95740000
11	86650000	87020000
11	124260000	124480000
11	74990000	75280000
11	12350000	12540000
11	31380000	31910000
11	94310000	94710000
11	46900000	47180000
11	126160000	126350000
11	19580000	19930000
11	11810000	11950000
11	57450000	57600000
11	20190000	20380000
11	130310000	130750000
11	6500000	6730000
11	33850000	34060000
11	95230000	95450000
11	32920000	33140000
11	5470000	5850000
11	118930000	119210000
11	23550000	24420000
11	100440000	100830000
11	27190000	27340000
11	56590000	57050000
11	74310000	74460000
11	92970000	93390000
11	7520000	7730000
11	60530000	60690000
11	44570000	44940000
11	95780000	96130000
11	43500000	43890000
11	113750000	114140000
11	34540000	34930000
11	12700000	12930000
11	44950000	45360000
11	6800000	7110000
11	2700000	2910000
11	27190000	27520000
11	66240000	66610000
11	64140000	64510000
11	8170000	8600000
11	19330000	19570000
11	57090000	57440000
11	35210000	35420000
11	133790000	134140000
11	128970000	129220000
11	34950000	35200000
11	9770000	10350000
11	101730000	101880000
11	10410000	10770000
11	76900000	77300000
11	25990000	26310000
11	79420000	79880000
11	70050000	70270000
11	101300000	101720000
11	76240000	76410000
11	8620000	8990000
11	125770000	126080000
11	122080000	122400000
11	111730000	111920000
11	16780000	17090000
11	35490000	35640000
11	130060000	130300000
11	63950000	64120000
11	44110000	44560000
11	103050000	103480000
11	67770000	68230000
11	110580000	111110000
11	17100000	17390000
11	77840000	78290000
11	63530000	63740000
11	64550000	64880000
11	57590000	58300000
11	17750000	18010000
11	13940000	14270000
11	67380000	67760000
11	47190000	47430000
11	119620000	119980000
11	17230000	17380000
11	34940000	35430000
11	26320000	26710000
11	74610000	74970000
11	17400000	17570000
11	126460000	126880000
11	72160000	72400000
11	113160000	113610000
11	117990000	118230000
11	121110000	121470000
11	120370000	120820000
11	77380000	77770000
11	83000000	83530000
11	73110000	73380000
11	3680000	3840000
11	116210000	116590000
11	12310000	12700000
11	56850000	57040000
11	540000	810000
11	108340000	108530000
11	117290000	117640000
11	59450000	59600000
11	20400000	20660000
11	26770000	27180000
11	84510000	84920000
11	68660000	68860000
11	45370000	45800000
11	46390000	46660000
11	4630000	5050000
11	114150000	114340000
11	65820000	66030000
11	131560000	131740000
11	73940000	74300000
11	131760000	132010000
11	88030000	88280000
11	110070000	110310000
11	127890000	128030000
11	12310000	12940000
11	86330000	86530000
11	61910000	62140000
11	109810000	110040000
11	68350000	68650000
11	70310000	70610000
11	64940000	65120000
11	23130000	23540000
11	8990000	9170000
11	108210000	108530000
11	33380000	33720000
11	8700000	8850000
11	75610000	75860000
11	105750000	105950000
11	102210000	102370000
11	107410000	107650000
11	123670000	123890000
11	11810000	12060000
11	63210000	63410000
11	102150000	102560000
11	93410000	93580000
11	117100000	117260000
11	126940000	127240000
11	92310000	92620000
11	58930000	59060000
11	76420000	76760000
11	15330000	15640000
11	130310000	130520000
11	111950000	112160000
11	121520000	121960000
11	95520000	96160000
11	127350000	127680000
11	102590000	102950000
11	123930000	124100000
11	45130000	45360000
11	1860000	2030000
11	66280000	66450000
11	18550000	18790000
11	78340000	78790000
11	74170000	74300000
11	93640000	93850000
11	115200000	115370000
11	70800000	71140000
11	123910000	124220000
11	73950000	74160000
11	108550000	108920000
11	27720000	28110000
11	66840000	67010000
11	66610000	66820000
11	75880000	76050000
11	74300000	74600000
11	117660000	117950000
11	67980000	68220000
11	19770000	19930000
11	103530000	104050000
11	71950000	72150000
11	58050000	58280000
11	100160000	100420000
11	125550000	125750000
11	47440000	47640000
11	128510000	128720000
11	44350000	44550000
11	71290000	71500000
11	120380000	120590000
11	44130000	44340000
11	63400000	63530000
11	9180000	9480000
11	67580000	67760000
11	124830000	125020000
11	22610000	22780000
