chromosome	start	end
1	161880000	162760000
1	162760000	165080000
1	165240000	166520000
1	166800000	168000000
1	168200000	169360000
1	169520000	169840000
1	169960000	171440000
1	171440000	172400000
1	172520000	173200000
1	173400000	175000000
1	175000000	176200000
1	176320000	178000000
1	178320000	179400000
1	179800000	180200000
1	180440000	181160000
1	181160000	182000000
1	182040000	182400000
1	182560000	182800000
1	182880000	183920000
1	184080000	184680000
1	184720000	185000000
1	185200000	186360000
1	186400000	192360000
1	192440000	193040000
1	193120000	196760000
1	197080000	199560000
1	199600000	200520000
1	200560000	201120000
1	201480000	201800000
1	202120000	205960000
1	206080000	206360000
1	206520000	207760000
1	208160000	208440000
1	208440000	211400000
1	211400000	213280000
1	213280000	215840000
1	216200000	218360000
1	218400000	220040000
1	220280000	222640000
1	222880000	223840000
1	224200000	224680000
1	224680000	225240000
1	225520000	226200000
1	226600000	228760000
1	228760000	229400000
1	229400000	230560000
1	230760000	231440000
1	231440000	231800000
1	231880000	233440000
1	233440000	234440000
1	234480000	235680000
1	235680000	236200000
1	236240000	237760000
1	237840000	241480000
1	241640000	243200000
1	243280000	244600000
1	244680000	245240000
1	245240000	249250621
2	0	680000
2	680000	1800000
2	1840000	3760000
2	3920000	6920000
2	6960000	9560000
2	10200000	10840000
2	10880000	11600000
2	11800000	13200000
2	13320000	17600000
2	17880000	18400000
2	18520000	20120000
2	20120000	21240000
2	21600000	23560000
2	24000000	25400000
2	25440000	25920000
2	26080000	27000000
2	27000000	27880000
2	27880000	28720000
2	28800000	29040000
2	29160000	30120000
2	30320000	30920000
2	30920000	31840000
2	32120000	32640000
2	32760000	33880000
2	33880000	35520000
2	36160000	37000000
2	37160000	39120000
2	39560000	40040000
2	40040000	42040000
2	42040000	43880000
2	44200000	45120000
2	45280000	45760000
2	45800000	46200000
2	46200000	47120000
2	47120000	47600000
2	47680000	48840000
2	48880000	50760000
2	50920000	53920000
2	53960000	55920000
2	55960000	60920000
2	60920000	61240000
2	61240000	62640000
2	62680000	63800000
2	63800000	65840000
2	65840000	68240000
2	68280000	69200000
2	69200000	69560000
2	69600000	70520000
2	70520000	71240000
2	71480000	73440000
2	73880000	74880000
2	74920000	75120000
2	75240000	75960000
2	76000000	80160000
2	80360000	84600000
2	84600000	85560000
2	85560000	87360000
2	88240000	89480000
2	90400000	91720000
2	91720000	92360000
2	95320000	96400000
2	96560000	97800000
2	98120000	99720000
2	100160000	100920000
2	101040000	101600000
2	101600000	101840000
2	101920000	103400000
2	103440000	105520000
2	105640000	107240000
2	107280000	108840000
2	109400000	111040000
2	111320000	112520000
2	112560000	114240000
2	114240000	114720000
2	114760000	118520000
2	118560000	120320000
2	120360000	122520000
2	122760000	127080000
2	127360000	127760000
2	127800000	131160000
2	131440000	134600000
2	134600000	135680000
2	135720000	136520000
2	136600000	137200000
2	137200000	138560000
2	138640000	139640000
2	140480000	143760000
2	143760000	146720000
2	147480000	148600000
2	148680000	149880000
2	149880000	152080000
2	152320000	153640000
2	153640000	156040000
2	156200000	158080000
2	158120000	158880000
2	158880000	159640000
2	159720000	160880000
2	160920000	162240000
2	162360000	163280000
2	163520000	165400000
2	165520000	166840000
2	167120000	170240000
2	170320000	171760000
2	171760000	172320000
2	172360000	173600000
2	173640000	175280000
2	175280000	175880000
2	176120000	178000000
2	178040000	178760000
2	179600000	180600000
2	180800000	182960000
2	183000000	184040000
2	184120000	187280000
2	187720000	190240000
2	190280000	191880000
2	191960000	193080000
2	193160000	196920000
2	196920000	197440000
2	197880000	198400000
2	199160000	200720000
2	200720000	201400000
2	201400000	203160000
2	203400000	204800000
2	204880000	206880000
2	206920000	209240000
2	209240000	213120000
2	213520000	216120000
2	216280000	216880000
2	216880000	218960000
2	219000000	220520000
2	220560000	222920000
2	223480000	223800000
2	223880000	225160000
2	225200000	225600000
2	225680000	225920000
2	226200000	228680000
2	228760000	230560000
2	230640000	231920000
2	231960000	232360000
2	232680000	233360000
2	233400000	234520000
2	234680000	235440000
2	235440000	236040000
2	236560000	238000000
2	238000000	238720000
2	238760000	239200000
2	239840000	241720000
2	241800000	243199373
3	40000	2120000
3	3160000	4320000
3	4360000	5240000
3	5320000	8680000
3	8960000	10360000
3	10360000	10800000
3	11080000	11920000
3	12120000	12560000
3	12840000	13520000
3	14160000	15080000
3	15160000	15640000
3	15640000	16280000
3	16280000	16600000
3	16600000	17480000
3	17920000	18920000
3	19080000	20280000
3	20400000	22200000
3	22560000	24000000
3	24040000	24760000
3	24760000	27120000
3	27160000	27720000
3	27720000	28400000
3	28640000	29960000
3	30000000	30800000
3	30800000	33880000
3	33880000	36720000
3	36880000	38560000
3	38560000	39080000
3	39120000	39520000
3	39520000	42600000
3	42880000	43560000
3	43560000	44320000
3	44320000	45000000
3	45040000	46720000
3	46840000	47440000
3	47560000	47840000
3	47880000	48240000
3	48240000	50360000
3	50360000	51400000
3	51520000	51960000
3	51960000	53320000
3	53400000	53960000
3	53960000	56560000
3	56560000	57040000
3	57080000	58560000
3	58640000	61480000
3	61560000	62280000
3	62400000	63800000
3	63840000	64480000
3	64520000	66160000
3	66240000	66920000
3	66960000	69040000
3	69080000	71720000
3	71720000	73160000
3	73240000	73560000
3	73920000	75840000
3	77040000	79120000
3	81320000	82240000
3	84560000	86280000
3	86760000	88240000
3	88240000	90520000
3	93480000	95840000
3	97440000	99480000
3	99480000	100000000
3	100000000	101400000
3	101440000	101960000
3	101960000	103720000
3	103960000	106840000
3	106880000	108680000
3	108920000	111240000
3	111360000	111800000
3	111800000	112280000
3	112280000	112760000
3	112760000	113120000
3	113800000	114920000
3	114920000	115600000
3	115720000	118440000
3	118560000	119440000
3	119480000	121040000
3	121160000	122080000
3	122080000	122960000
3	123000000	123320000
3	123680000	125440000
3	125480000	127280000
3	127280000	127760000
3	127760000	128320000
3	128320000	128600000
3	128680000	129840000
3	129840000	131920000
3	132080000	134240000
3	134280000	135680000
3	135760000	136760000
3	136800000	137680000
3	137760000	138680000
3	138720000	139120000
3	139120000	140920000
3	140920000	142120000
3	142280000	142720000
3	142720000	143480000
3	143760000	145560000
3	145800000	146360000
3	146400000	147840000
3	148640000	149520000
3	149560000	150240000
3	151080000	151680000
3	151760000	152360000
3	152560000	153560000
3	154080000	155440000
3	155640000	157040000
3	157320000	158200000
3	158560000	160160000
3	160320000	161200000
3	161280000	169440000
3	169440000	170600000
3	170640000	172520000
3	172520000	176280000
3	176520000	178680000
3	178720000	179360000
3	179480000	180760000
3	181400000	182400000
3	182480000	184080000
3	184280000	185040000
3	185280000	186480000
3	186560000	186920000
3	186920000	187400000
3	187400000	188960000
3	189680000	190120000
3	190160000	193280000
3	193280000	194160000
3	194160000	195280000
3	195360000	195720000
3	195720000	196920000
3	196960000	198022430
4	0	1400000
4	1640000	3560000
4	3560000	3960000
4	4160000	6080000
4	6240000	7080000
4	7120000	8960000
4	9360000	10560000
4	10560000	12640000
4	12720000	14880000
4	15200000	16280000
4	16280000	17520000
4	17520000	18640000
4	18760000	20760000
4	20760000	22800000
4	23040000	24440000
4	24480000	25400000
4	25760000	27080000
4	27560000	29800000
4	33400000	37440000
4	37560000	38760000
4	38880000	39200000
4	39440000	40040000
4	40120000	40920000
4	40960000	42920000
4	43160000	46720000
4	47440000	49640000
4	52680000	55160000
4	55160000	55840000
4	56200000	56720000
4	56760000	57200000
4	57240000	58000000
4	58080000	61120000
4	65600000	68200000
4	68280000	73120000
4	73360000	75040000
4	75320000	75600000
4	75760000	76360000
4	76400000	78840000
4	78840000	79840000
4	79920000	81200000
4	81200000	82000000
4	82280000	83200000
4	83360000	84400000
4	84600000	85480000
4	85920000	87000000
4	87320000	89120000
4	89120000	90080000
4	90080000	91080000
4	91280000	94600000
4	95160000	98800000
4	99000000	100440000
4	100440000	100880000
4	100960000	103240000
4	103320000	104160000
4	104160000	106440000
4	107280000	109560000
4	109600000	110280000
4	110320000	111480000
4	111640000	112840000
4	113000000	113600000
4	113960000	115680000
4	115880000	119160000
4	119440000	120200000
4	120560000	121000000
4	121000000	122200000
4	122720000	123880000
4	123960000	125240000
4	125280000	128440000
4	128720000	130120000
4	134200000	137880000
4	138080000	139800000
4	139880000	141800000
4	142080000	144480000
4	145040000	146000000
4	146000000	148040000
4	148560000	148800000
4	148800000	150800000
4	150880000	153320000
4	153360000	154240000
4	154240000	154720000
4	154920000	156800000
4	156920000	158880000
4	159560000	160400000
4	160600000	165680000
4	165960000	169000000
4	169080000	171040000
4	171040000	173840000
4	173880000	175160000
4	175240000	175560000
4	175680000	177280000
4	181800000	183960000
4	183960000	184280000
4	184360000	186560000
4	186560000	187160000
4	187160000	191154276
5	0	1720000
5	2040000	4760000
5	5080000	7840000
5	7880000	10120000
5	10200000	11840000
5	12200000	13880000
5	13920000	14680000
5	14680000	15040000
5	15120000	15840000
5	16400000	17200000
5	17200000	17520000
5	17600000	18360000
5	18400000	20720000
5	21560000	31000000
5	31440000	32080000
5	32160000	32640000
5	32640000	34000000
5	34400000	34960000
5	35040000	36040000
5	36120000	36960000
5	37800000	38240000
5	38400000	39600000
5	39600000	40920000
5	40920000	42800000
5	42880000	43680000
5	43720000	46440000
5	49440000	51960000
5	51960000	53520000
5	53800000	54480000
5	54520000	55520000
5	55520000	56560000
5	56560000	58160000
5	58680000	59040000
5	59080000	59960000
5	60160000	62120000
5	62160000	63400000
5	63920000	64840000
5	64880000	65480000
5	65480000	66080000
5	66200000	68880000
5	70640000	72160000
5	72360000	72800000
5	72880000	74000000
5	74480000	75880000
5	76160000	76840000
5	76880000	77400000
5	77680000	78440000
5	78800000	79680000
5	79960000	80600000
5	80600000	81600000
5	81600000	82920000
5	83040000	86720000
5	87040000	88000000
5	88000000	90120000
5	90120000	90760000
5	90840000	92840000
5	93240000	94120000
5	94280000	96520000
5	96560000	98240000
5	99200000	101040000
5	101640000	102920000
5	103240000	107080000
5	107680000	110040000
5	110360000	111480000
5	111520000	112120000
5	112320000	112920000
5	112960000	114400000
5	114600000	115440000
5	115440000	116360000
5	116880000	118000000
5	118240000	121240000
5	121280000	122960000
5	122960000	125640000
5	125640000	125920000
5	125960000	126880000
5	126880000	127560000
5	127560000	130240000
5	130480000	130760000
5	130760000	131400000
5	131600000	133360000
5	133640000	134680000
5	134800000	135560000
5	135640000	136920000
5	136960000	138720000
5	138720000	140120000
5	140160000	141960000
5	142080000	142280000
5	142280000	143600000
5	143600000	145440000
5	145520000	145840000
5	145880000	146600000
5	147000000	147200000
5	147320000	148960000
5	149000000	151200000
5	151200000	153360000
5	153360000	154360000
5	154360000	156560000
5	156600000	157200000
5	157200000	158600000
5	158720000	159880000
5	159960000	162800000
5	162880000	164840000
5	165280000	167640000
5	167680000	169000000
5	169040000	170400000
5	170800000	171800000
5	171800000	172680000
5	172720000	173440000
5	173800000	175320000
5	175360000	177360000
5	177640000	178520000
5	178560000	180915260
6	120000	1440000
6	1480000	2720000
6	2720000	4040000
6	4160000	5000000
6	5040000	6560000
6	6640000	7680000
6	7680000	8280000
6	8520000	10440000
6	10440000	11560000
6	11560000	12640000
6	12880000	13600000
6	13840000	15680000
6	15680000	16240000
6	16320000	16840000
6	17080000	18520000
6	18600000	20080000
6	20080000	21560000
6	21560000	24320000
6	24320000	25120000
6	25160000	25960000
6	26000000	26560000
6	26560000	29600000
6	29600000	30000000
6	30160000	31360000
6	31480000	31960000
6	32000000	33280000
6	33680000	35240000
6	35240000	35720000
6	35960000	36360000
6	36400000	37240000
6	37240000	37680000
6	37680000	38720000
6	38760000	41040000
6	41320000	42520000
6	42560000	43600000
6	43600000	44360000
6	44360000	45920000
6	46040000	46640000
6	46800000	47760000
6	48040000	49400000
6	50040000	51880000
6	51920000	52560000
6	52720000	53840000
6	53920000	55120000
6	56200000	56480000
6	56720000	58800000
6	61880000	64560000
6	65120000	67160000
6	70400000	70920000
6	70920000	71720000
6	73040000	74080000
6	74400000	76360000
6	76600000	79480000
6	79520000	80520000
6	80840000	82800000
6	82920000	86040000
6	86040000	87600000
6	87720000	89600000
6	89640000	90440000
6	90600000	91320000
6	91440000	95680000
6	95800000	97880000
6	97920000	100280000
6	100400000	101120000
6	103720000	104960000
6	105440000	106760000
6	106800000	107320000
6	107360000	108240000
6	108400000	108840000
6	108840000	109440000
6	109480000	109800000
6	109840000	110800000
6	110800000	111320000
6	111560000	112000000
6	112000000	112440000
6	112440000	114320000
6	114880000	116280000
6	116440000	117040000
6	117560000	119240000
6	119440000	121320000
6	121680000	122400000
6	123280000	125160000
6	125480000	127480000
6	127600000	129640000
6	129800000	131200000
6	131200000	132040000
6	132240000	133840000
6	134240000	135760000
6	135760000	136720000
6	136880000	137160000
6	137160000	138000000
6	138000000	138360000
6	138400000	139680000
6	139680000	142360000
6	142440000	143760000
6	143880000	144360000
6	144400000	145240000
6	146280000	147040000
6	147120000	148800000
6	148840000	149320000
6	149320000	149880000
6	150360000	151200000
6	151200000	151760000
6	151920000	152720000
6	153400000	156880000
6	157000000	157720000
6	157720000	158560000
6	158600000	159040000
6	159120000	159560000
6	159560000	161080000
6	161120000	161800000
6	161840000	165800000
6	166280000	167600000
6	167800000	169280000
6	169320000	171115067
7	0	800000
7	960000	1240000
7	1520000	2280000
7	2480000	5160000
7	5520000	5760000
7	5960000	6880000
7	6920000	7600000
7	7600000	8360000
7	8360000	10840000
7	10960000	12440000
7	12520000	13320000
7	13360000	14720000
7	15320000	16640000
7	16640000	17600000
7	17720000	18720000
7	19720000	20720000
7	20720000	22120000
7	22120000	22560000
7	22560000	23760000
7	23760000	24760000
7	24840000	25160000
7	25240000	27240000
7	27280000	28160000
7	28440000	28920000
7	28920000	29560000
7	29760000	31200000
7	31240000	32400000
7	32520000	33200000
7	33200000	34280000
7	35040000	36400000
7	36400000	37920000
7	38120000	38440000
7	38440000	39600000
7	39600000	40200000
7	40200000	41840000
7	41960000	42920000
7	42920000	43600000
7	43600000	43920000
7	44000000	45200000
7	45400000	47240000
7	47280000	48200000
7	48240000	49920000
7	50000000	50520000
7	50520000	51480000
7	51600000	54760000
7	54800000	56440000
7	56440000	58080000
7	61040000	64000000
7	64520000	65000000
7	65160000	66800000
7	66800000	69480000
7	69680000	70280000
7	70320000	72200000
7	72280000	74160000
7	75040000	76000000
7	76040000	76680000
7	76720000	77560000
7	77680000	78880000
7	79680000	80320000
7	80320000	82520000
7	83520000	85480000
7	86520000	89720000
7	89760000	90640000
7	90720000	91440000
7	91720000	92800000
7	92880000	93880000
7	94080000	95360000
7	95440000	97560000
7	97640000	98480000
7	98480000	98920000
7	99000000	100960000
7	101120000	102120000
7	102320000	104520000
7	104520000	105160000
7	105200000	106400000
7	106400000	107560000
7	107800000	108240000
7	108280000	111160000
7	111320000	112160000
7	112160000	113360000
7	113400000	115720000
7	115720000	116840000
7	116920000	118760000
7	120400000	121680000
7	122280000	126880000
7	126960000	127920000
7	128000000	129680000
7	129680000	130520000
7	130560000	131200000
7	131360000	134080000
7	134120000	135360000
7	135400000	135720000
7	136120000	137240000
7	137240000	138560000
7	139000000	140160000
7	140200000	140720000
7	140760000	142040000
7	142080000	142280000
7	142320000	143560000
7	143600000	147880000
7	148200000	148800000
7	148840000	152560000
7	152560000	154520000
7	154600000	155600000
7	155600000	159138663
8	40000	2000000
8	2160000	2360000
8	3320000	6160000
8	6200000	8000000
8	8000000	8880000
8	8880000	9760000
8	9760000	10320000
8	10400000	10680000
8	10760000	12320000
8	12320000	13560000
8	13600000	16600000
8	17120000	17800000
8	17800000	20040000
8	20080000	21760000
8	22080000	23320000
8	23320000	24320000
8	24960000	25960000
8	26200000	27120000
8	27120000	27520000
8	27640000	28200000
8	28480000	31080000
8	31080000	33520000
8	33600000	36680000
8	36680000	37600000
8	37600000	38960000
8	39240000	41280000
8	41280000	42240000
8	42280000	43840000
8	46840000	47400000
8	47720000	48920000
8	48960000	49880000
8	50240000	52480000
8	52680000	53440000
8	53440000	55400000
8	55600000	56640000
8	56640000	57040000
8	58280000	59320000
8	59520000	60880000
8	60920000	61320000
8	61520000	62040000
8	62520000	64120000
8	64280000	65280000
8	65480000	66480000
8	66520000	69000000
8	69640000	71600000
8	71680000	73120000
8	73160000	74160000
8	74160000	75840000
8	76400000	79240000
8	79320000	80480000
8	80520000	82800000
8	82840000	85360000
8	85520000	87600000
8	87640000	90560000
8	90720000	92160000
8	92360000	94680000
8	94680000	95360000
8	95800000	96280000
8	96920000	99120000
8	99160000	99520000
8	99560000	101080000
8	101160000	101560000
8	101560000	102320000
8	102320000	104080000
8	104080000	104560000
8	104640000	105520000
8	105520000	106800000
8	106920000	107640000
8	108000000	108560000
8	108920000	109760000
8	109880000	110760000
8	110800000	113600000
8	113800000	117920000
8	118280000	120200000
8	120440000	122040000
8	122160000	123640000
8	123640000	124760000
8	124800000	125480000
8	125480000	126080000
8	126120000	126720000
8	126720000	127800000
8	127800000	130760000
8	130800000	131720000
8	131840000	132840000
8	133640000	134480000
8	134480000	139560000
8	139760000	141440000
8	141440000	141680000
8	141800000	142360000
8	142480000	143520000
8	143880000	144280000
8	144360000	146364022
9	0	800000
9	1040000	2840000
9	2840000	4360000
9	4640000	5720000
9	6320000	6760000
9	7120000	10000000
9	10120000	12640000
9	12680000	14800000
9	15160000	15680000
9	15760000	17480000
9	18240000	19040000
9	19040000	21160000
9	21200000	22280000
9	22560000	26480000
9	26760000	27600000
9	27720000	29600000
9	31040000	32360000
9	32360000	33000000
9	33000000	33280000
9	33360000	34640000
9	34640000	35600000
9	35600000	36600000
9	36600000	37840000
9	37880000	39200000
9	43400000	68520000
9	70880000	71640000
9	71680000	73280000
9	74000000	75800000
9	75840000	77360000
9	77360000	78960000
9	79000000	79720000
9	79760000	81000000
9	81040000	82880000
9	83520000	85680000
9	85800000	86960000
9	86960000	88280000
9	89040000	90280000
9	90560000	91840000
9	91920000	92880000
9	93000000	93640000
9	93640000	94800000
9	94880000	95600000
9	95640000	96400000
9	96400000	96760000
9	96800000	97040000
9	97120000	97920000
9	97960000	99440000
9	99600000	100400000
9	100440000	101040000
9	101040000	101560000
9	101560000	103400000
9	103440000	104360000
9	104400000	107480000
9	107480000	108520000
9	108520000	111600000
9	112320000	114120000
9	114120000	115800000
9	115880000	116440000
9	116480000	117080000
9	117080000	117440000
9	117440000	117840000
9	118360000	119400000
9	120320000	123240000
9	123320000	124800000
9	124800000	125160000
9	125240000	125560000
9	125800000	126160000
9	126160000	127320000
9	127520000	129600000
9	129600000	130880000
9	130960000	131760000
9	131840000	132600000
9	132640000	133080000
9	133200000	134640000
9	134640000	135880000
9	136040000	136960000
9	137080000	137360000
9	137360000	138680000
9	138840000	139200000
9	139200000	139600000
9	139600000	141213431
10	40000	1160000
10	1160000	3120000
10	3160000	4840000
10	4880000	6440000
10	6480000	7840000
10	7880000	9360000
10	9360000	10800000
10	11080000	11560000
10	11560000	11800000
10	12040000	13160000
10	13160000	14480000
10	14480000	15440000
10	15480000	15760000
10	15880000	16840000
10	16840000	17800000
10	18200000	21080000
10	21560000	23400000
10	23440000	24880000
10	24880000	25480000
10	26040000	28840000
10	28920000	29640000
10	30280000	32760000
10	33040000	33320000
10	33440000	35280000
10	35280000	35880000
10	35880000	39080000
10	42400000	42560000
10	42600000	43960000
10	44120000	45520000
10	45720000	46360000
10	46880000	47760000
10	48280000	48760000
10	49360000	51640000
10	52000000	52440000
10	52520000	54440000
10	54560000	57320000
10	57520000	61240000
10	61360000	62480000
10	62520000	63440000
10	63640000	64080000
10	64280000	64920000
10	64920000	65600000
10	65640000	69360000
10	69400000	70120000
10	70120000	71200000
10	71280000	73640000
10	73800000	74120000
10	74160000	75440000
10	75520000	77040000
10	77040000	78720000
10	78880000	79520000
10	79600000	82000000
10	82080000	82320000
10	82520000	85720000
10	85880000	88400000
10	88440000	88680000
10	89240000	91000000
10	91000000	91480000
10	91520000	92600000
10	92600000	93680000
10	93800000	94240000
10	94360000	95280000
10	95680000	96320000
10	96840000	99440000
10	99680000	101120000
10	101120000	101920000
10	101960000	102720000
10	102760000	103320000
10	103560000	103800000
10	103880000	104400000
10	104480000	105280000
10	105440000	106160000
10	106200000	111560000
10	111600000	112360000
10	112360000	112800000
10	112800000	115400000
10	115440000	115920000
10	116040000	116920000
10	116960000	118280000
10	118280000	120240000
10	120280000	121720000
10	121760000	123520000
10	123760000	124360000
10	124600000	125720000
10	125720000	126120000
10	126200000	126560000
10	126680000	127520000
10	127560000	130000000
10	130080000	131960000
10	132120000	133960000
10	133960000	135534747
11	40000	3440000
11	3520000	4160000
11	4160000	5960000
11	6200000	6800000
11	6880000	7800000
11	8000000	8600000
11	8640000	10400000
11	10400000	10800000
11	10920000	12320000
11	12360000	13440000
11	13720000	15280000
11	15280000	16720000
11	16720000	17560000
11	17600000	18000000
11	18080000	18840000
11	18960000	20480000
11	20720000	22160000
11	22360000	22880000
11	23600000	25880000
11	26680000	27520000
11	27600000	28800000
11	29440000	31040000
11	31200000	32280000
11	32840000	33760000
11	33800000	34520000
11	34520000	35520000
11	35600000	36840000
11	36880000	43320000
11	43320000	44920000
11	44960000	45800000
11	45840000	46640000
11	46800000	48200000
11	48320000	50800000
11	51080000	51600000
11	54680000	57040000
11	57040000	60000000
11	60080000	60520000
11	60560000	61000000
11	61200000	61880000
11	61880000	62680000
11	62680000	63960000
11	64480000	65320000
11	65400000	66040000
11	66080000	67560000
11	67680000	69520000
11	69760000	71440000
11	71480000	73440000
11	73640000	73920000
11	74600000	75280000
11	75400000	76640000
11	76840000	78320000
11	78320000	79200000
11	79400000	81280000
11	81320000	82000000
11	82360000	83560000
11	84440000	85200000
11	85280000	86040000
11	86080000	86560000
11	86640000	87040000
11	87240000	89480000
11	89840000	92720000
11	92880000	94240000
11	94240000	96200000
11	96440000	98840000
11	100400000	103000000
11	103040000	105880000
11	106240000	107160000
11	107240000	108560000
11	108560000	109640000
11	109760000	111360000
11	111400000	111720000
11	112040000	113640000
11	113720000	114320000
11	114520000	116600000
11	116600000	117000000
11	117120000	118000000
11	118000000	119280000
11	119280000	120040000
11	120080000	121080000
11	121080000	121520000
11	121520000	122440000
11	122440000	123400000
11	123480000	126160000
11	126360000	127600000
11	127840000	128880000
11	128960000	129200000
11	129360000	130040000
11	130280000	130840000
11	130840000	135006516
12	40000	1720000
12	1720000	2120000
12	2120000	3000000
12	3160000	3920000
12	3960000	5240000
12	5240000	6040000
12	6080000	6400000
12	6480000	7320000
12	7360000	8400000
12	8640000	10720000
12	10920000	11640000
12	11680000	12480000
12	12520000	12960000
12	13000000	13400000
12	13400000	14320000
12	14360000	16120000
12	16200000	17840000
12	18240000	21000000
12	21560000	22600000
12	22880000	25000000
12	25120000	26200000
12	26200000	27480000
12	27560000	27880000
12	27960000	31400000
12	31400000	32920000
12	32960000	34880000
12	37840000	39680000
12	39680000	44280000
12	44320000	45480000
12	45520000	47400000
12	47400000	48040000
12	48080000	49040000
12	49080000	51120000
12	51160000	51800000
12	52520000	53400000
12	53400000	53920000
12	54160000	54920000
12	54960000	56040000
12	56040000	56880000
12	57120000	58360000
12	58360000	59560000
12	59680000	60240000
12	60880000	62360000
12	62640000	63240000
12	64040000	65160000
12	65200000	67280000
12	67640000	68560000
12	68720000	69680000
12	69680000	70080000
12	70160000	72360000
12	73000000	75480000
12	75640000	77480000
12	78400000	82440000
12	82800000	84960000
12	85720000	86320000
12	86560000	88360000
12	88400000	89880000
12	89920000	91360000
12	91720000	93080000
12	93120000	93840000
12	93840000	94520000
12	94520000	95480000
12	95480000	95960000
12	96440000	96960000
12	96960000	100200000
12	100440000	101000000
12	101680000	102280000
12	102280000	104000000
12	104200000	105800000
12	105800000	106560000
12	106720000	107360000
12	107480000	108040000
12	108080000	108920000
12	108920000	109840000
12	109840000	111320000
12	111360000	112880000
12	112920000	113880000
12	113920000	115000000
12	115040000	116360000
12	116360000	117640000
12	117680000	118840000
12	118840000	120360000
12	120520000	122080000
12	122320000	124200000
12	124280000	125560000
12	125560000	128320000
12	128680000	131240000
12	131280000	133400000
12	133480000	133851895
13	19000000	22120000
13	22200000	23600000
13	23880000	24480000
13	24560000	24880000
13	25120000	26680000
13	26720000	27480000
13	27520000	28560000
13	28880000	29400000
13	29480000	29960000
13	30000000	30680000
13	30680000	32320000
13	32400000	34440000
13	34520000	36000000
13	36600000	37560000
13	37640000	39520000
13	39600000	40200000
13	40240000	41640000
13	41920000	42720000
13	42920000	44440000
13	44440000	45040000
13	45040000	46080000
13	46080000	47000000
13	47040000	47360000
13	47400000	48480000
13	48560000	49440000
13	49640000	51680000
13	51920000	52800000
13	52840000	53080000
13	53280000	55760000
13	58120000	61120000
13	61360000	67880000
13	68200000	73240000
13	73280000	75920000
13	76200000	78080000
13	78360000	80000000
13	80160000	81640000
13	85400000	86440000
13	87320000	89720000
13	90480000	91640000
13	91720000	95040000
13	95080000	96560000
13	96800000	99480000
13	99520000	100120000
13	100280000	101360000
13	101800000	103200000
13	103200000	103520000
13	103560000	107840000
13	107840000	110840000
13	111080000	111960000
13	112120000	113560000
13	113680000	115169878
14	19360000	21440000
14	21440000	22040000
14	22240000	23560000
14	24040000	24960000
14	25200000	25640000
14	25800000	27400000
14	29160000	30960000
14	31000000	32760000
14	33000000	34800000
14	35000000	36320000
14	36320000	39480000
14	39560000	39920000
14	40000000	45360000
14	45360000	45800000
14	46080000	49880000
14	50040000	50600000
14	50600000	51360000
14	51360000	53720000
14	53840000	54840000
14	54840000	55320000
14	55520000	56960000
14	57120000	58560000
14	58680000	59440000
14	59560000	60720000
14	60880000	63760000
14	63840000	64800000
14	64800000	67600000
14	67800000	69600000
14	69640000	70240000
14	70240000	71480000
14	71480000	72360000
